#1.3									
1170	6	3	2						
100ng/ml HRG (HCC1428)	HCC1428	HRG	100ng/ml	12493.65549	10937.66784	10397.6698	45722.58198	34523.2076	29612.48737
1ng/ml HRG (HCC1569)	HCC1569	HRG	1ng/ml	64319.78	66751.28095	58279.87147	28672.1479	32178.88495	27344.38767
100ng/ml HRG (HCC1569)	HCC1569	HRG	100ng/ml	100576.6169	97263.29744	86002.80412	49356.62774	44286.94851	31256.98319
1ng/ml HRG (HCC1806)	HCC1806	HRG	1ng/ml	15548.52822	17277.34165	21759.58741	11551.82524	14679.54181	14799.33272
100ng/ml HRG (HCC1806)	HCC1806	HRG	100ng/ml	55418.13328	51982.54548	50771.32032	33137.61825	36320.22947	20840.85025
1ng/ml HRG (HCC1937)	HCC1937	HRG	1ng/ml	8195.196708	7466.021064	10161.9523	3391.185056	3090.726599	2588.495103
100ng/ml HRG (HCC1937)	HCC1937	HRG	100ng/ml	22766.79463	20036.891	18412.51809	23034.80867	8181.418267	5897.465273
1ng/ml HRG (HCC1954)	HCC1954	HRG	1ng/ml	6091.731491	8207.164572	10421.93367	27321.08165	24859.45614	23931.00458
100ng/ml HRG (HCC1954)	HCC1954	HRG	100ng/ml	16730.9819	14479.87037	14082.12251	41471.34019	32912.46559	27920.32092
1ng/ml HRG (HCC202)	HCC202	HRG	1ng/ml	71255.92021	71241.82943	75753.75784	12496.87746	13717.19776	11691.99997
100ng/ml HRG (HCC202)	HCC202	HRG	100ng/ml	73916.99445	76157.42902	57128.52053	22853.3081	16113.3792	10677.02927
1ng/ml HRG (HCC38)	HCC38	HRG	1ng/ml	10870.55768	13871.08764	19719.98684	8372.421479	8067.747687	6026.013569
100ng/ml HRG (HCC38)	HCC38	HRG	100ng/ml	40358.24735	40703.14493	35854.8176	37041.95003	19028.78338	10475.66802
1ng/ml HRG (HCC70)	HCC70	HRG	1ng/ml	35723.82588	49102.13723	55232.90569	1115.475539	2310.458811	1884.329598
100ng/ml HRG (HCC70)	HCC70	HRG	100ng/ml	59700.86736	64252.28904	57917.79522	18537.16207	2776.235914	2210.996706
1ng/ml HRG (Hs 578T)	Hs 578T	HRG	1ng/ml	4001.684739	4046.981721	3757.507143	4504.126656	3956.99167	3837.048472
100ng/ml HRG (Hs 578T)	Hs 578T	HRG	100ng/ml	3997.701569	3897.659155	3602.163506	4018.733933	3364.858739	3628.0717
1ng/ml HRG (MDA-MB-134-VI)	MDA-MB-134-VI	HRG	1ng/ml	1329.971573	842.221377	1320.053653	2493.256276	2785.839046	2711.990173
100ng/ml HRG (MDA-MB-134-VI)	MDA-MB-134-VI	HRG	100ng/ml	2960.288446	2275.171902	2155.488237	7079.367007	4106.501053	4156.172499
1ng/ml HRG (MDA-MB-157)	MDA-MB-157	HRG	1ng/ml	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021
100ng/ml HRG (MDA-MB-157)	MDA-MB-157	HRG	100ng/ml	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021
1ng/ml HRG (MDA-MB-175-VII)	MDA-MB-175-VII	HRG	1ng/ml	12312.99279	13314.77841	13789.04148	24497.26976	26287.90227	23155.11873
100ng/ml HRG (MDA-MB-175-VII)	MDA-MB-175-VII	HRG	100ng/ml	16089.87252	21588.38636	28835.90376	27280.48957	26786.13405	30126.63318
1ng/ml HRG (MDA-MB-361)	MDA-MB-361	HRG	1ng/ml	4689.264366	7619.428938	10280.39291	4528.123343	5955.720841	3211.942398
100ng/ml HRG (MDA-MB-361)	MDA-MB-361	HRG	100ng/ml	10050.8854	10580.73732	10774.52104	8235.34839	5986.887565	4690.836377
1ng/ml HRG (MDA-MB-415)	MDA-MB-415	HRG	1ng/ml	31755.25169	49568.29089	55034.8364	7114.079124	7620.871315	10827.75788
100ng/ml HRG (MDA-MB-415)	MDA-MB-415	HRG	100ng/ml	55644.03045	59591.5153	66127.01826	13419.06386	17313.10141	18176.92692
1ng/ml HRG (MDA-MB-436)	MDA-MB-436	HRG	1ng/ml	4014.893308	4231.691833	4017.250928	2360.487221	2360.487221	2360.487221
100ng/ml HRG (MDA-MB-436)	MDA-MB-436	HRG	100ng/ml	3826.078706	4832.474883	3902.6501	2360.487221	2360.487221	2360.487221
1ng/ml HRG (MDA-MB-453)	MDA-MB-453	HRG	1ng/ml	15106.53375	17364.93035	20905.30744	8052.620945	6598.965035	5628.745795
100ng/ml HRG (MDA-MB-453)	MDA-MB-453	HRG	100ng/ml	30098.92739	25863.02377	22429.10072	16440.15047	10630.8066	6131.858819
1ng/ml HRG (MDA-MB-468)	MDA-MB-468	HRG	1ng/ml	35403.74872	38585.88957	49708.36573	6902.792021	9040.5244	7806.802786
100ng/ml HRG (MDA-MB-468)	MDA-MB-468	HRG	100ng/ml	61511.09472	65493.41886	68113.9093	24575.43144	14789.94578	11815.29138
1ng/ml HRG (T47D)	T47D	HRG	1ng/ml	30028.2914	37908.0906	50938.69847	35100.97855	32663.25735	36855.48512
100ng/ml HRG (T47D)	T47D	HRG	100ng/ml	45097.74229	55344.98329	58904.83362	46986.01474	39777.26796	38771.21367
1ng/ml HRG (UACC-812)	UACC-812	HRG	1ng/ml	4711.613271	8204.138394	15660.72421	28652.13167	32629.97414	38513.80479
100ng/ml HRG (UACC-812)	UACC-812	HRG	100ng/ml	24360.36892	45649.28672	55703.04961	43780.45276	55076.21759	53464.32893
1ng/ml HRG (UACC-893)	UACC-893	HRG	1ng/ml	34090.10841	30432.23175	32130.87914	2073.098393	2073.098393	2073.098393
100ng/ml HRG (UACC-893)	UACC-893	HRG	100ng/ml	36453.41601	39466.20015	23557.76749	3180.27711	3949.301962	2073.098393
1ng/ml HRG (ZR-75-1)	ZR-75-1	HRG	1ng/ml	83817.28727	136789.7443	45353.72361	42622.34492	41935.97813	37996.42839
100ng/ml HRG (ZR-75-1)	ZR-75-1	HRG	100ng/ml	90000	90000	120384.0558	78130.45511	67699.60868	42213.29758
1ng/ml HRG (ZR-75-30)	ZR-75-30	HRG	1ng/ml	27497.2506	56991.3567	91733.13397	25402.49096	30552.67145	32349.99071
100ng/ml HRG (ZR-75-30)	ZR-75-30	HRG	100ng/ml	68967.74909	77353.296	97578.10104	29841.8473	28794.85847	30650.32451
1ng/ml HRG (184B5)	184B5	HRG	1ng/ml	6327.106083	5959.072017	4269.555179	7534.124923	7142.615316	7817.213701
100ng/ml HRG (184B5)	184B5	HRG	100ng/ml	18743.11992	11202.40288	8334.810747	13736.61693	12968.25896	9532.127142
1ng/ml HRG (HCC1187)	HCC1187	HRG	1ng/ml	18134.92285	14849.69585	19554.83417	913.3783082	538.8506079	405.3351775
100ng/ml HRG (HCC1187)	HCC1187	HRG	100ng/ml	35203.5899	23544.73285	21269.52117	10623.88898	2413.020585	561.4856153
1ng/ml HRG (HCC1500)	HCC1500	HRG	1ng/ml	1244.241173	1878.877048	2896.415984	3077.164256	3077.164256	3077.164256
100ng/ml HRG (HCC1500)	HCC1500	HRG	100ng/ml	5578.355771	3526.172301	3026.423926	30626.03843	9789.401855	3077.164256
1ng/ml HRG (MCF 10A)	MCF 10A	HRG	1ng/ml	6638.29332	3910.622897	3244.333682	3272.932357	1808.457185	1377.216726
100ng/ml HRG (MCF 10A)	MCF 10A	HRG	100ng/ml	25725.86308	12282.59886	9510.35726	10386.96245	2806.321469	3718.373258
1ng/ml HRG (MCF 10F)	MCF 10F	HRG	1ng/ml	20948.86796	25329.93325	27844.76913	5379.335217	4895.174425	3576.455921
100ng/ml HRG (MCF 10F)	MCF 10F	HRG	100ng/ml	46007.61048	48083.25451	44121.4319	20162.66741	11481.54472	7728.425467
1ng/ml HRG (MCF12A)	MCF12A	HRG	1ng/ml	2512.33178	2543.099669	2266.188667	6882.608925	6341.714833	7136.215418
100ng/ml HRG (MCF12A)	MCF12A	HRG	100ng/ml	2087.268731	2578.622595	1915.900913	7177.721102	5977.533849	7844.098243
1ng/ml IGF-I (MCF7)	MCF7	IGF-I	1ng/ml	2387.787615	1940.420573	2254.332906	248.7780028	248.7780028	248.7780028
100ng/ml IGF-I (MCF7)	MCF7	IGF-I	100ng/ml	14912.07137	14366.60672	16930.88859	19484.04136	10037.61276	8857.555122
1ng/ml IGF-I (SK-BR-3)	SK-BR-3	IGF-I	1ng/ml	10102.24497	7595.76846	8738.492106	2173.008132	2173.008132	2173.008132
100ng/ml IGF-I (SK-BR-3)	SK-BR-3	IGF-I	100ng/ml	9312.333005	8629.151798	8437.480066	2173.008132	2173.008132	2173.008132
1ng/ml IGF-I (MDA-MB-231)	MDA-MB-231	IGF-I	1ng/ml	1068.482915	547.0725358	547.0725358	380.9613172	143.835712	31.58511031
100ng/ml IGF-I (MDA-MB-231)	MDA-MB-231	IGF-I	100ng/ml	8088.870049	3599.475433	2361.760616	7264.977798	2408.245758	31.58511031
1ng/ml IGF-I (AU565)	AU565	IGF-I	1ng/ml	6808.421184	7544.46237	7802.456188	8686.718782	8210.828252	5474.04374
100ng/ml IGF-I (AU565)	AU565	IGF-I	100ng/ml	8047.425735	7711.852565	10448.87478	9004.939527	7542.826311	7802.993048
1ng/ml IGF-I (BT-20)	BT-20	IGF-I	1ng/ml	6631.120208	7613.48118	7685.139703	72.62507464	137.7273333	435.3289025
100ng/ml IGF-I (BT-20)	BT-20	IGF-I	100ng/ml	10409.17285	12592.23462	13881.41518	1356.963574	1784.115776	1235.193961
1ng/ml IGF-I (BT-474)	BT-474	IGF-I	1ng/ml	15809.07823	15695.98125	14960.80449	7867.393386	7273.519674	7117.723322
100ng/ml IGF-I (BT-474)	BT-474	IGF-I	100ng/ml	14352.54871	15603.0172	16057.91014	7369.835107	6830.959808	8008.105127
1ng/ml IGF-I (BT-483)	BT-483	IGF-I	1ng/ml	2872.098998	1036.160565	1558.221873	281.9715551	281.9715551	281.9715551
100ng/ml IGF-I (BT-483)	BT-483	IGF-I	100ng/ml	3125.149327	2342.010106	3060.534217	281.9715551	281.9715551	281.9715551
1ng/ml IGF-I (BT-549)	BT-549	IGF-I	1ng/ml	9554.365621	9208.724918	9721.65846	2060.036766	2347.08727	1728.122214
100ng/ml IGF-I (BT-549)	BT-549	IGF-I	100ng/ml	21433.82037	20185.87448	22644.29657	2505.977465	2210.787909	2794.457266
1ng/ml IGF-I (CAMA-1)	CAMA-1	IGF-I	1ng/ml	4174.255208	2722.260146	3487.573086	70.21348513	70.21348513	70.21348513
100ng/ml IGF-I (CAMA-1)	CAMA-1	IGF-I	100ng/ml	4726.048999	5669.456688	4866.692781	70.21348513	797.415264	70.21348513
1ng/ml IGF-I (HCC1395)	HCC1395	IGF-I	1ng/ml	9327.710446	8200.880634	8373.992651	2294.37206	2294.37206	2294.37206
100ng/ml IGF-I (HCC1395)	HCC1395	IGF-I	100ng/ml	17514.4609	20895.97543	22860.17536	2294.37206	2294.37206	2294.37206
1ng/ml IGF-I (HCC1419)	HCC1419	IGF-I	1ng/ml	19988.19292	18736.58293	24204.18859	25083.3041	26935.50509	24275.45013
100ng/ml IGF-I (HCC1419)	HCC1419	IGF-I	100ng/ml	21004.14746	16649.15502	31160.41768	24533.73487	24032.30719	25410.36695
1ng/ml IGF-I (HCC1428)	HCC1428	IGF-I	1ng/ml	1040.118819	1040.118819	1040.118819	103.8606935	103.8606935	103.8606935
100ng/ml IGF-I (HCC1428)	HCC1428	IGF-I	100ng/ml	1040.118819	1040.118819	2360.303396	878.6299275	103.8606935	103.8606935
1ng/ml IGF-I (HCC1569)	HCC1569	IGF-I	1ng/ml	21090.70338	16768.93127	24462.99347	4660.049011	3513.509155	3800.263574
100ng/ml IGF-I (HCC1569)	HCC1569	IGF-I	100ng/ml	38504.26932	36491.74962	59104.83382	8722.328942	4848.309243	8241.516768
1ng/ml IGF-I (HCC1806)	HCC1806	IGF-I	1ng/ml	9661.324612	8801.008981	8830.966282	2649.337784	2649.337784	4413.34659
100ng/ml IGF-I (HCC1806)	HCC1806	IGF-I	100ng/ml	49749.73675	55089.92267	57260.96922	15998.74896	19714.32243	12295.5519
1ng/ml IGF-I (HCC1937)	HCC1937	IGF-I	1ng/ml	3075.113416	2114.13771	2949.563255	656.085616	343.1177563	343.1177563
100ng/ml IGF-I (HCC1937)	HCC1937	IGF-I	100ng/ml	11228.48861	9684.763213	12253.27334	4463.454684	2756.570683	1355.624143
1ng/ml IGF-I (HCC1954)	HCC1954	IGF-I	1ng/ml	2598.919792	2458.395676	2521.490196	4761.347098	4907.29455	5856.807703
100ng/ml IGF-I (HCC1954)	HCC1954	IGF-I	100ng/ml	4057.36225	5857.726534	6144.932791	6842.283598	4208.456223	7101.505624
1ng/ml IGF-I (HCC202)	HCC202	IGF-I	1ng/ml	54592.27873	55310.90869	61493.98418	3078.145625	3363.973152	3905.694341
100ng/ml IGF-I (HCC202)	HCC202	IGF-I	100ng/ml	53092.80106	50944.3535	56861.29179	3549.890268	3284.345797	4508.755418
1ng/ml IGF-I (HCC38)	HCC38	IGF-I	1ng/ml	3146.063777	2761.248709	3314.955567	479.5605425	73.97568542	91.02177463
100ng/ml IGF-I (HCC38)	HCC38	IGF-I	100ng/ml	8446.920982	6171.09753	6799.106236	2138.681061	1009.253373	963.1754672
1ng/ml IGF-I (HCC70)	HCC70	IGF-I	1ng/ml	8859.55187	8742.91521	8604.851963	389.867648	389.867648	389.867648
100ng/ml IGF-I (HCC70)	HCC70	IGF-I	100ng/ml	10747.16502	10643.48799	10818.01099	389.867648	389.867648	389.867648
1ng/ml IGF-I (Hs 578T)	Hs 578T	IGF-I	1ng/ml	2874.910736	3111.863046	2588.493011	3296.534228	3652.784002	4606.709654
100ng/ml IGF-I (Hs 578T)	Hs 578T	IGF-I	100ng/ml	5150.597757	9761.997246	10525.56171	3459.088825	4072.816151	6042.75615
1ng/ml IGF-I (MDA-MB-134-VI)	MDA-MB-134-VI	IGF-I	1ng/ml	842.221377	842.221377	842.221377	1095.812986	677.1365586	976.4219808
100ng/ml IGF-I (MDA-MB-134-VI)	MDA-MB-134-VI	IGF-I	100ng/ml	842.221377	1271.244114	2058.092034	2182.420747	830.5794345	1632.623671
1ng/ml IGF-I (MDA-MB-157)	MDA-MB-157	IGF-I	1ng/ml	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021
100ng/ml IGF-I (MDA-MB-157)	MDA-MB-157	IGF-I	100ng/ml	3930.230121	3198.725595	3012.372006	768.8564077	252.4573021	2130.886104
1ng/ml IGF-I (MDA-MB-175-VII)	MDA-MB-175-VII	IGF-I	1ng/ml	11225.40022	11524.87917	13175.92332	22516.4086	22182.9037	21844.93963
100ng/ml IGF-I (MDA-MB-175-VII)	MDA-MB-175-VII	IGF-I	100ng/ml	13017.51861	14457.74395	18389.64683	23021.46029	23574.45531	23538.3448
1ng/ml IGF-I (MDA-MB-361)	MDA-MB-361	IGF-I	1ng/ml	1171.188182	751.2088921	751.2088921	166.1702235	166.1702235	166.1702235
100ng/ml IGF-I (MDA-MB-361)	MDA-MB-361	IGF-I	100ng/ml	4240.935955	4078.296046	6223.046238	166.1702235	166.1702235	673.1467167
1ng/ml IGF-I (MDA-MB-415)	MDA-MB-415	IGF-I	1ng/ml	33831.58303	28232.81403	30501.74488	43.43729105	43.43729105	43.43729105
100ng/ml IGF-I (MDA-MB-415)	MDA-MB-415	IGF-I	100ng/ml	29376.53711	30353.723	32681.82235	43.43729105	43.43729105	43.43729105
1ng/ml IGF-I (MDA-MB-436)	MDA-MB-436	IGF-I	1ng/ml	7707.336074	2864.477308	4584.82229	4164.31204	2360.487221	2360.487221
100ng/ml IGF-I (MDA-MB-436)	MDA-MB-436	IGF-I	100ng/ml	11735.2784	9534.593993	12654.44264	7527.500294	3799.435128	3980.624494
1ng/ml IGF-I (MDA-MB-453)	MDA-MB-453	IGF-I	1ng/ml	5678.755217	4725.100319	4769.112062	1721.070927	592.264794	1825.499878
100ng/ml IGF-I (MDA-MB-453)	MDA-MB-453	IGF-I	100ng/ml	5365.234497	4660.84519	7158.536758	1131.573602	1041.32636	3055.225983
1ng/ml IGF-I (MDA-MB-468)	MDA-MB-468	IGF-I	1ng/ml	20231.62801	20455.75697	23428.78571	3880.896114	3519.364375	3295.021668
100ng/ml IGF-I (MDA-MB-468)	MDA-MB-468	IGF-I	100ng/ml	35114.95539	37669.65775	42188.80854	5050.322842	4103.02551	4254.220085
1ng/ml IGF-I (T47D)	T47D	IGF-I	1ng/ml	6251.512512	5513.290553	5900.947108	785.8501129	1011.239051	1101.104468
100ng/ml IGF-I (T47D)	T47D	IGF-I	100ng/ml	17623.37165	17450.69974	21335.63781	4029.584596	8921.435333	4148.491885
1ng/ml IGF-I (UACC-812)	UACC-812	IGF-I	1ng/ml	3014.69403	4424.489154	4259.618637	22890.79904	27783.54282	28128.27936
100ng/ml IGF-I (UACC-812)	UACC-812	IGF-I	100ng/ml	3556.734086	4098.479555	4775.047669	26114.30032	26822.7891	31079.1198
1ng/ml IGF-I (UACC-893)	UACC-893	IGF-I	1ng/ml	24740.38364	26138.67219	25120.2964	2073.098393	2073.098393	2073.098393
100ng/ml IGF-I (UACC-893)	UACC-893	IGF-I	100ng/ml	25287.74458	24803.79154	27970.44409	2073.098393	2073.098393	2073.098393
1ng/ml IGF-I (ZR-75-1)	ZR-75-1	IGF-I	1ng/ml	3687.912213	3424.559689	3995.982228	709.4583727	40.03814833	40.03814833
100ng/ml IGF-I (ZR-75-1)	ZR-75-1	IGF-I	100ng/ml	63585.60837	57039.52111	47402.39188	17617.96967	7023.07773	5496.36021
1ng/ml IGF-I (ZR-75-30)	ZR-75-30	IGF-I	1ng/ml	7265.61933	6015.07674	7511.607725	18776.9949	16523.77829	19268.81493
100ng/ml IGF-I (ZR-75-30)	ZR-75-30	IGF-I	100ng/ml	7589.621884	6409.657729	7088.746604	19755.92425	16198.62451	19338.5795
1ng/ml IGF-I (184B5)	184B5	IGF-I	1ng/ml	6146.035234	4652.16091	5152.375104	7881.077612	6781.695225	6283.514485
100ng/ml IGF-I (184B5)	184B5	IGF-I	100ng/ml	30932.59612	26564.60028	23296.40681	22726.55598	9513.513995	8748.474417
1ng/ml IGF-I (HCC1187)	HCC1187	IGF-I	1ng/ml	13433.02537	13731.88733	17260.03654	248.3144238	248.3144238	248.3144238
100ng/ml IGF-I (HCC1187)	HCC1187	IGF-I	100ng/ml	28623.97701	36014.64573	49257.9925	248.3144238	248.3144238	632.8908965
1ng/ml IGF-I (HCC1500)	HCC1500	IGF-I	1ng/ml	1870.569486	1244.241173	3039.262885	3077.164256	3077.164256	3077.164256
100ng/ml IGF-I (HCC1500)	HCC1500	IGF-I	100ng/ml	1244.241173	1939.511458	2828.337135	3077.164256	3077.164256	3077.164256
1ng/ml IGF-I (MCF 10A)	MCF 10A	IGF-I	1ng/ml	5973.712904	3602.327075	4638.428876	3457.146084	939.3552025	1416.159047
100ng/ml IGF-I (MCF 10A)	MCF 10A	IGF-I	100ng/ml	30946.81367	28686.35737	18336.58896	8858.149685	10642.09127	1650.814839
1ng/ml IGF-I (MCF 10F)	MCF 10F	IGF-I	1ng/ml	1990.023682	1451.602799	1470.208243	407.4253875	407.4253875	407.4253875
100ng/ml IGF-I (MCF 10F)	MCF 10F	IGF-I	100ng/ml	11406.75581	6852.659888	6225.242964	4364.798131	407.4253875	407.4253875
1ng/ml IGF-I (MCF12A)	MCF12A	IGF-I	1ng/ml	2202.415225	1060.088971	1520.300449	6343.260429	6756.449677	8347.15744
100ng/ml IGF-I (MCF12A)	MCF12A	IGF-I	100ng/ml	5244.986504	4212.677209	3807.007255	6929.620794	7667.803735	11674.21316
1ng/ml IGF-II (MCF7)	MCF7	IGF-II	1ng/ml	1355.591608	1371.119357	1454.948219	248.7780028	248.7780028	248.7780028
100ng/ml IGF-II (MCF7)	MCF7	IGF-II	100ng/ml	9840.267854	9416.717022	14682.6174	8386.259143	3134.64598	4932.923768
1ng/ml IGF-II (SK-BR-3)	SK-BR-3	IGF-II	1ng/ml	9110.61449	7919.744575	8910.722662	2173.008132	2173.008132	2173.008132
100ng/ml IGF-II (SK-BR-3)	SK-BR-3	IGF-II	100ng/ml	8894.934861	8175.350378	8771.502963	2173.008132	2173.008132	2173.008132
1ng/ml IGF-II (MDA-MB-231)	MDA-MB-231	IGF-II	1ng/ml	1551.764385	547.0725358	1121.123904	1297.486245	125.7985566	31.58511031
100ng/ml IGF-II (MDA-MB-231)	MDA-MB-231	IGF-II	100ng/ml	5483.416078	2411.140646	2435.587169	4705.092272	2293.224742	31.58511031
1ng/ml IGF-II (AU565)	AU565	IGF-II	1ng/ml	7148.524536	8223.423274	8821.067425	8909.065965	9317.729093	6927.910837
100ng/ml IGF-II (AU565)	AU565	IGF-II	100ng/ml	8477.226674	8291.489246	10362.68808	9445.560508	7783.189113	7180.460675
1ng/ml IGF-II (BT-20)	BT-20	IGF-II	1ng/ml	6421.078872	6964.629515	7458.052835	309.8706955	367.1526553	443.9559028
100ng/ml IGF-II (BT-20)	BT-20	IGF-II	100ng/ml	8050.609385	8346.326952	11195.73448	1091.608944	155.5101921	693.2795167
1ng/ml IGF-II (BT-474)	BT-474	IGF-II	1ng/ml	13154.12894	16348.12126	19401.27583	8382.491908	7528.749726	7493.084561
100ng/ml IGF-II (BT-474)	BT-474	IGF-II	100ng/ml	16401.09778	16372.89312	16198.46956	8402.838592	7589.867734	8081.228459
1ng/ml IGF-II (BT-483)	BT-483	IGF-II	1ng/ml	3194.051696	2044.519481	1562.611209	281.9715551	281.9715551	281.9715551
100ng/ml IGF-II (BT-483)	BT-483	IGF-II	100ng/ml	3520.904119	1036.160565	3121.67869	281.9715551	281.9715551	281.9715551
1ng/ml IGF-II (BT-549)	BT-549	IGF-II	1ng/ml	8973.830118	9184.071236	9605.923121	1911.945704	2228.058582	2420.140233
100ng/ml IGF-II (BT-549)	BT-549	IGF-II	100ng/ml	13958.76541	14545.3665	19448.80767	2236.078527	2134.399919	2719.8956
1ng/ml IGF-II (CAMA-1)	CAMA-1	IGF-II	1ng/ml	4934.866511	3886.158376	3371.16705	70.21348513	70.21348513	63430.62147
100ng/ml IGF-II (CAMA-1)	CAMA-1	IGF-II	100ng/ml	4968.345406	4259.452104	5326.885723	70.21348513	952.6897458	70.21348513
1ng/ml IGF-II (HCC1395)	HCC1395	IGF-II	1ng/ml	9237.374419	8152.829556	10096.9121	2294.37206	2294.37206	2294.37206
100ng/ml IGF-II (HCC1395)	HCC1395	IGF-II	100ng/ml	10659.55819	13861.04134	20815.76216	2294.37206	2294.37206	2294.37206
1ng/ml IGF-II (HCC1419)	HCC1419	IGF-II	1ng/ml	18471.77012	16207.40092	19741.91301	25986.94166	24236.64342	28279.97191
100ng/ml IGF-II (HCC1419)	HCC1419	IGF-II	100ng/ml	18449.96201	18865.5943	25991.41543	25031.19758	27716.35358	25344.21134
1ng/ml IGF-II (HCC1428)	HCC1428	IGF-II	1ng/ml	1040.118819	1040.118819	1040.118819	103.8606935	103.8606935	235.5991838
100ng/ml IGF-II (HCC1428)	HCC1428	IGF-II	100ng/ml	1040.118819	1040.118819	1910.060093	103.8606935	103.8606935	323.1768371
1ng/ml IGF-II (HCC1569)	HCC1569	IGF-II	1ng/ml	17103.41145	13535.49235	13201.32543	4750.356584	4315.160087	3946.762526
100ng/ml IGF-II (HCC1569)	HCC1569	IGF-II	100ng/ml	25904.52394	26162.72603	49703.59921	6266.695599	5328.261345	8269.357621
1ng/ml IGF-II (HCC1806)	HCC1806	IGF-II	1ng/ml	7244.549009	6822.111467	6988.130345	2649.337784	2649.337784	2649.337784
100ng/ml IGF-II (HCC1806)	HCC1806	IGF-II	100ng/ml	37165.82254	42062.71958	54205.72038	10179.45887	10595.73572	11857.5364
1ng/ml IGF-II (HCC1937)	HCC1937	IGF-II	1ng/ml	1570.364939	1326.256037	2596.151859	520.5356852	343.1177563	1207.215971
100ng/ml IGF-II (HCC1937)	HCC1937	IGF-II	100ng/ml	4791.556448	4554.832849	9714.107486	1671.284461	1954.894188	1374.373106
1ng/ml IGF-II (HCC1954)	HCC1954	IGF-II	1ng/ml	3182.922673	2837.770408	4084.820986	6864.73209	5007.248395	5592.134822
100ng/ml IGF-II (HCC1954)	HCC1954	IGF-II	100ng/ml	4165.985777	4606.234102	3605.504533	6157.894876	4014.128401	7697.229253
1ng/ml IGF-II (HCC202)	HCC202	IGF-II	1ng/ml	51801.31129	48166.3853	54570.94409	4027.817971	3538.243867	5022.701905
100ng/ml IGF-II (HCC202)	HCC202	IGF-II	100ng/ml	41855.69891	53636.58622	48443.43789	3853.187395	3749.678377	4201.172677
1ng/ml IGF-II (HCC38)	HCC38	IGF-II	1ng/ml	3094.289617	2614.752867	3099.164029	501.719457	418.7250705	433.3021161
100ng/ml IGF-II (HCC38)	HCC38	IGF-II	100ng/ml	5755.323359	4764.63205	6667.497111	1223.576561	954.9166457	1480.953932
1ng/ml IGF-II (HCC70)	HCC70	IGF-II	1ng/ml	8944.912626	9433.577035	9668.578306	820.8399419	389.867648	389.867648
100ng/ml IGF-II (HCC70)	HCC70	IGF-II	100ng/ml	9890.274358	10650.0542	12330.83168	389.867648	389.867648	817.0394966
1ng/ml IGF-II (Hs 578T)	Hs 578T	IGF-II	1ng/ml	3449.876721	3087.408234	2716.232352	2884.431572	3680.498734	4558.901742
100ng/ml IGF-II (Hs 578T)	Hs 578T	IGF-II	100ng/ml	3713.229112	4006.316332	7366.074065	3252.922019	4456.126281	5287.067812
1ng/ml IGF-II (MDA-MB-134-VI)	MDA-MB-134-VI	IGF-II	1ng/ml	842.221377	842.221377	842.221377	1696.538255	1510.12072	852.1835212
100ng/ml IGF-II (MDA-MB-134-VI)	MDA-MB-134-VI	IGF-II	100ng/ml	842.221377	842.221377	1271.355551	1476.06885	586.4113636	1706.951305
1ng/ml IGF-II (MDA-MB-157)	MDA-MB-157	IGF-II	1ng/ml	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021
100ng/ml IGF-II (MDA-MB-157)	MDA-MB-157	IGF-II	100ng/ml	2898.044651	2734.080169	1963.885701	775.6056433	252.4573021	252.4573021
1ng/ml IGF-II (MDA-MB-175-VII)	MDA-MB-175-VII	IGF-II	1ng/ml	12574.11223	11698.3952	13184.7999	24667.88391	23212.56329	23519.63379
100ng/ml IGF-II (MDA-MB-175-VII)	MDA-MB-175-VII	IGF-II	100ng/ml	12040.77763	14656.51597	16141.44124	24854.46946	24401.26652	24689.48027
1ng/ml IGF-II (MDA-MB-361)	MDA-MB-361	IGF-II	1ng/ml	2379.329835	1350.519546	1130.375539	166.1702235	166.1702235	166.1702235
100ng/ml IGF-II (MDA-MB-361)	MDA-MB-361	IGF-II	100ng/ml	3133.803958	3073.04299	5400.992079	166.1702235	166.1702235	166.1702235
1ng/ml IGF-II (MDA-MB-415)	MDA-MB-415	IGF-II	1ng/ml	22343.43511	24478.63308	25418.58709	43.43729105	43.43729105	43.43729105
100ng/ml IGF-II (MDA-MB-415)	MDA-MB-415	IGF-II	100ng/ml	19348.38199	24912.43478	29230.72902	43.43729105	43.43729105	43.43729105
1ng/ml IGF-II (MDA-MB-436)	MDA-MB-436	IGF-II	1ng/ml	4499.742963	2516.984637	4020.223579	2360.487221	2360.487221	2360.487221
100ng/ml IGF-II (MDA-MB-436)	MDA-MB-436	IGF-II	100ng/ml	5177.814944	6985.596873	11945.51659	2360.487221	3566.497765	5085.711893
1ng/ml IGF-II (MDA-MB-453)	MDA-MB-453	IGF-II	1ng/ml	5097.336934	5135.910154	5050.90807	1279.836928	1270.321062	1691.786618
100ng/ml IGF-II (MDA-MB-453)	MDA-MB-453	IGF-II	100ng/ml	5490.018362	4527.903542	7364.193458	1346.601469	1450.237113	2765.790187
