#1.3																									
1750	21	4	0																						
id	Cell Line	Perturbagen	Concentration	Timepoint	pMEK(S217/221)	pERK(T202/Y204)	p-p90RSK(S380)	p-p90RSK(T573)	p-AKT(T308)	p-AKT(S473)	p-mTOR(S2448)	p-p70S6K(T421/S424)	p-p70S6K(T389)	p-S6(S235/236)	p-AMPK(T172)	p-JNK(T183/Y185)	Total c-Jun	p-cJun(S63)	p-P38(T180/Y182)	p-HSP27(S82)	p-NFKB(S536)	Bim	cPARP	p-Histone H3(S10)	p27Kip1
0.00316uM PLX-4720 @ 5h (LOXIMVI)	LOXIMVI	PLX-4720	0.00316uM	5h	-0.1217105	0.41551	0.62101	0.2654475	-0.08437	0.1525925	0.2591515	0.38848	0.25318	0.407535	0.1665065	0.31063275	0.267365	0.1572775	-0.148717	0.36392	0.067832	0.2693987	0.049175	0.0482245	0.290145
0.00316uM PLX-4720 @ 10h (LOXIMVI)	LOXIMVI	PLX-4720	0.00316uM	10h	0.3396415	0.78243	1.034	0.478141	0.058643	0.09518	0.73602	1.4671	0.897435	0.57984	0.566737	0.591788	0.538955	0.68389	0.82928	0.82247	0.78126	0.709265	0.395392	0.622805	0.4373825
0.00316uM PLX-4720 @ 24h (LOXIMVI)	LOXIMVI	PLX-4720	0.00316uM	24h	0.2446455	-0.167124	0.44598	0.129103	0.14144	-0.1019775	0.2349935	0.16726	0.124755	-0.105243	0.1861125	0.0746165	0.029647	0.11404	0.222565	0.27746	0.17248	0.168563	0.0366455	0.47198	0.14148
0.00316uM PLX-4720 @ 48h (LOXIMVI)	LOXIMVI	PLX-4720	0.00316uM	48h	0.1544045	-0.28184	0.26839	-0.3031	0.079505	0.41841	0.25554105	0.87691	0.07706	-2.33325	0.163107	0.185666	-0.461305	-0.253915	-0.0701515	0.36969	0.18696	0.459145	0.28425	-0.000505	0.331375
0.01uM PLX-4720 @ 1h (LOXIMVI)	LOXIMVI	PLX-4720	0.01uM	1h	0.155555	1.230775	0.69438	0.4045065	-0.24713	0.5944715	0.6830465	2.066	0.678265	0.27529	1.126415	0.8316225	0.720315	0.866587	0.92879	1.1251	0.83162	0.916549	0.73823	0.1323	0.661975
0.01uM PLX-4720 @ 5h (LOXIMVI)	LOXIMVI	PLX-4720	0.01uM	5h	-0.26714	0.707915	1.006	0.4863185	-0.1994	0.4104035	0.3617755	1.0002	0.510425	0.386511	0.297905	0.5250355	0.40377	0.29631	0.17476	0.59672	0.38499	0.3582	0.32602	0.147282	0.27543
0.01uM PLX-4720 @ 10h (LOXIMVI)	LOXIMVI	PLX-4720	0.01uM	10h	0.092865	0.764265	1.1422	0.54036	-0.093949	0.306855	0.660982	1.5049	0.98987	0.546	0.610523	0.664243	0.481205	0.666674	0.827285	0.86109	0.90656	0.6423795	0.414355	0.710335	0.247648
0.01uM PLX-4720 @ 24h (LOXIMVI)	LOXIMVI	PLX-4720	0.01uM	24h	0.082582	0.0117965	0.71027	0.210975	0.06513	-0.0327795	0.362616	0.66741	0.4077535	-0.118765	0.2476645	0.352229	0.086944	0.248669	0.448725	0.32239	0.57192	0.3374	0.1637304	0.59582	-0.086225
0.01uM PLX-4720 @ 48h (LOXIMVI)	LOXIMVI	PLX-4720	0.01uM	48h	-0.05415265	-0.335695	0.22771	-0.329485	-0.0079514	0.388285	0.148341	0.54894	-0.098925	-2.39605	0.1209735	0.157374	-0.628265	-0.40701	-0.15313	0.17706	0.15606	0.31731	0.1792095	-0.120705	-0.016325
0.0316uM PLX-4720 @ 1h (LOXIMVI)	LOXIMVI	PLX-4720	0.0316uM	1h	0.0654	1.19539	0.62989	0.369925	-0.2099	0.6625205	0.6202325	2.0673	0.742095	0.2533025	1.090605	0.887889	0.7493	0.80553	0.9068805	1.0362	0.92495	1.113725	0.74602	0.36186	0.417355
0.0316uM PLX-4720 @ 5h (LOXIMVI)	LOXIMVI	PLX-4720	0.0316uM	5h	-0.245359	0.766145	1.1325	0.479296	-0.136	0.66949915	0.5305675	1.3253	0.692025	0.4289	0.5478955	0.655009	0.548845	0.358275	0.34074	0.61236	0.67608	0.634547	0.4784805	0.340736	0.423635
0.0316uM PLX-4720 @ 10h (LOXIMVI)	LOXIMVI	PLX-4720	0.0316uM	10h	-0.119365	0.683945	1.0022	0.594121	-0.14686	0.2771	0.592665	1.4455	0.88199	0.4491675	0.660125	0.602551	0.4221875	0.4398415	0.7559565	0.61674	0.91832	0.6028939	0.4169605	0.717825	0.3299656
0.0316uM PLX-4720 @ 24h (LOXIMVI)	LOXIMVI	PLX-4720	0.0316uM	24h	-0.2715	-0.047057	0.76582	0.1086125	-0.069621	0.1120915	0.327772	0.70435	0.427508	-0.233125	0.38399	0.3395425	0.058915	0.090265	0.348751	0.13691	0.65585	0.38196	0.154363	0.650235	0.041675
0.0316uM PLX-4720 @ 48h (LOXIMVI)	LOXIMVI	PLX-4720	0.0316uM	48h	-0.38108	-0.491975	0.26165	-0.323775	-0.015793	0.409005	0.129714	0.30339	-0.09054	-2.10635	0.148828	0.098083	-0.66441	-0.470445	-0.1920555	-0.046713	0.23057	0.333745	0.156221	0.042515	-0.0226
0.1uM PLX-4720 @ 1h (LOXIMVI)	LOXIMVI	PLX-4720	0.1uM	1h	-0.058375	0.944775	0.56939	0.412195	-0.16818	0.469145	0.5102445	1.9607	0.68163	0.226586	0.82444	0.6870275	0.66048	0.7133825	0.650935	1.19	0.68393	1.1051064	0.7635015	0.18434	0.810166
0.1uM PLX-4720 @ 5h (LOXIMVI)	LOXIMVI	PLX-4720	0.1uM	5h	-0.56087	0.493785	1.0748	0.60609775	-0.093647	0.6069935	0.4037255	1.4871	0.780055	0.47839	0.368294	0.5207543	0.4535595	0.28115	0.37437	0.59248	0.5953	0.705125	0.490831	0.3227165	0.481665
0.1uM PLX-4720 @ 10h (LOXIMVI)	LOXIMVI	PLX-4720	0.1uM	10h	-0.4596	0.333961	1.0341	0.55858	-0.050053	0.3421065	0.459804	1.4605	0.776368	0.4873665	0.6559435	0.4997298	0.3112195	0.387551	0.598465	0.59751	0.73884	0.756756	0.542539	0.744	0.3956
0.1uM PLX-4720 @ 24h (LOXIMVI)	LOXIMVI	PLX-4720	0.1uM	24h	-0.746165	-0.413395	0.72359	0.215415	0.083623	0.1441475	0.21031165	0.78716	0.463555	-0.273145	0.3540665	0.2915705	-0.0925345	-0.002165	0.29707	0.21143	0.6875	0.499762	0.2303715	0.585675	-0.03698
0.1uM PLX-4720 @ 48h (LOXIMVI)	LOXIMVI	PLX-4720	0.1uM	48h	-0.941525	-0.90393	0.15174	-0.269215	-0.021667	0.211544	-0.018045	0.20467	-0.217941	-2.14535	-0.0845575	-0.014564	-0.822745	-0.53016	-0.283735	-0.12756	0.28161	0.2260545	0.169677	-0.0999555	0.06866
0.316uM PLX-4720 @ 1h (LOXIMVI)	LOXIMVI	PLX-4720	0.316uM	1h	-0.3347175	0.82587	0.72544	0.318038	-0.18731	0.778525	0.703831	2.1313	0.672665	0.160885	0.978895	0.9334305	0.707065	0.692384	0.353825	1.2906	0.71814	1.1608585	0.745692	0.1814025	0.9718
0.316uM PLX-4720 @ 5h (LOXIMVI)	LOXIMVI	PLX-4720	0.316uM	5h	-0.758905	0.50585525	1.2382	0.5084455	-0.063539	0.7347105	0.762525	1.8677	0.994755	0.34782	0.6314877	0.771422	0.55975	0.520105	0.256165	1.156	1.0116	1.1015435	0.69561625	0.440485	0.62364
0.316uM PLX-4720 @ 10h (LOXIMVI)	LOXIMVI	PLX-4720	0.316uM	10h	-0.635465	0.265771	1.119	0.52824	0.030054	0.3700975	0.81213	1.5796	1.01208	0.322682	0.609267	0.7028315	0.403949	0.5269221	0.343995	1.0166	1.0708	1.02247	0.6496445	0.79035	0.6144995
0.316uM PLX-4720 @ 24h (LOXIMVI)	LOXIMVI	PLX-4720	0.316uM	24h	-0.949965	-0.42485	0.81341	0.1326395	0.064845	0.091515	0.528593	1.2607	0.684449	-0.444605	0.49627	0.469644	-0.013855	0.15538	0.159195	0.81322	0.81257	0.810005	0.4754525	0.587725	0.486205
0.316uM PLX-4720 @ 48h (LOXIMVI)	LOXIMVI	PLX-4720	0.316uM	48h	-1.17938	-0.90399	0.25428	-0.27022	0.062798	0.118868	0.2453185	0.74248	0.086785	-1.99005	0.1256095	0.134161	-0.712925	-0.33969	-0.29948	0.39955	0.49939	0.567985	0.2551405	-0.1408645	0.53853
1uM PLX-4720 @ 1h (LOXIMVI)	LOXIMVI	PLX-4720	1uM	1h	-0.73402	0.573	0.47294	0.205681	-0.19081	0.616093	0.605656	1.6457	0.533395	0.09803055	1.008765	0.7329215	0.627655	0.591365	0.03141	1.1257	0.75921	0.80638505	0.65834	0.3015375	0.437622
1uM PLX-4720 @ 5h (LOXIMVI)	LOXIMVI	PLX-4720	1uM	5h	-1.1219	0.3445415	1.1529	0.4841045	-0.10324	0.751538	0.6368485	1.5238	0.735571	0.171579	0.6074165	0.687449	0.3878855	0.322735	0.075885	0.79315	0.88775	0.6427805	0.43912	0.465515	0.28181
1uM PLX-4720 @ 10h (LOXIMVI)	LOXIMVI	PLX-4720	1uM	10h	-1.004815	0.05385	1.0623	0.42686	-0.12883	0.24745	0.5490945	1.1295	0.680241	0.1049705	0.500687	0.5967485	0.2100005	0.367105	0.009935	0.69581	0.8251	0.5836525	0.4609035	0.662435	0.3508815
1uM PLX-4720 @ 24h (LOXIMVI)	LOXIMVI	PLX-4720	1uM	24h	-1.353565	-0.689155	0.57776	0.0364725	0.0099157	-0.0362695	0.233852	0.77819	0.360239	-0.615715	0.277792	0.305898	-0.28316	-0.079252	-0.2353985	0.2795	0.48679	0.49526	0.3136045	0.336235	0.050195
1uM PLX-4720 @ 48h (LOXIMVI)	LOXIMVI	PLX-4720	1uM	48h	-1.54785	-1.002275	0.25712	-0.317237	-0.027515	-0.0304485	0.139264	0.32333	-0.2005915	-1.764265	0.056725	0.0977955	-0.773865	-0.400925	-0.5535	0.1436	0.38958	0.422535	0.1607035	-0.289765	0.371785
3.16uM PLX-4720 @ 1h (LOXIMVI)	LOXIMVI	PLX-4720	3.16uM	1h	-1.057585	0.2587175	0.35656	0.16315	-0.15752	0.529509	0.377707	1.0536	0.22878	0.011251	0.729665	0.5439415	0.48356	0.27909	-0.30781259	0.52425	0.36485	0.677291	0.547881	0.1614265	0.15767
3.16uM PLX-4720 @ 5h (LOXIMVI)	LOXIMVI	PLX-4720	3.16uM	5h	-1.2124	0.293085	1.0783	0.3599235	-0.058296	0.963125	0.500375	1.4158	0.677242	-0.075726	0.48693	0.6013664	0.3595895	0.18796	0.041705	0.53938	0.7604	0.710048	0.442235	0.389117	0.156585
3.16uM PLX-4720 @ 10h (LOXIMVI)	LOXIMVI	PLX-4720	3.16uM	10h	-1.4242	-0.54157	0.32847	0.047148	-0.10512	0.025119	0.073456	0.091949	-0.002977	-0.34516	0.181652	0.0841915	-0.10225	-0.231785	-0.5677	-0.063559	0.058039	0.099819	0.155449	0.33519	0.14282595
3.16uM PLX-4720 @ 24h (LOXIMVI)	LOXIMVI	PLX-4720	3.16uM	24h	-1.4867	-0.54886	0.5979	-0.022397	-0.0884	0.2139595	0.2580255	0.84292	0.33426	-0.97362	0.48714	0.329458	-0.153893	-0.12273	-0.1523015	0.23634	0.51765	0.573485	0.4263078	0.4296335	0.151148
3.16uM PLX-4720 @ 48h (LOXIMVI)	LOXIMVI	PLX-4720	3.16uM	48h	-1.7029	-1.089825	0.22847	-0.23244	-0.021667	0.0708135	0.12769	-0.073126	-0.32031	-1.379565	0.0051785	0.027548	-0.62034	-0.38558	-0.852935	-0.13193	0.16536	0.326415	0.2351505	-0.1020565	0.18859
0.00316uM PLX4032 @ 1h (LOXIMVI)	LOXIMVI	PLX4032	0.00316uM	1h	-0.117545	0.275395	-0.45698	-0.0020845	-0.11789	-0.098849	-0.012333	0.11731	-0.1167495	0.0441985	0.1606515	0.033557	0.0771525	0.1547985	0.025199	0.11249	-0.36558	0.0732605	0.1282446	-0.515325	0.553099
0.00316uM PLX4032 @ 5h (LOXIMVI)	LOXIMVI	PLX4032	0.00316uM	5h	-0.1219515	0.1115365	-0.10943	0.081313	-0.0078526	0.104582	0.1471775	0.20487	0.091778	0.1347405	-0.194505	0.0603714	0.152565	0.1301315	-0.23904	-0.0028376	0.19839	0.0426601	0.002829	0.0193759	0.627246
0.00316uM PLX4032 @ 10h (LOXIMVI)	LOXIMVI	PLX4032	0.00316uM	10h	0.0273725	0.207315	0.21481	0.239715	0.068956	-0.218695	0.205549	0.35662	0.16414	0.250674	0.0018555	0.026112	0.096737	0.22726	0.0242705	0.15044	-0.014531	0.190302	0.015704	0.192795	0.358238
0.00316uM PLX4032 @ 24h (LOXIMVI)	LOXIMVI	PLX4032	0.00316uM	24h	0.1753175	-0.455225	-0.1438	-0.07588	0.30811	-0.22075835	0.1086605	-0.020939	0.06454	-0.308535	-0.0321935	-0.288908	-0.048311	0.1066975	0.1487595	0.071294	0.3277	0.044174	-0.029025	0.310995	0.539885
0.00316uM PLX4032 @ 48h (LOXIMVI)	LOXIMVI	PLX4032	0.00316uM	48h	0.116206	-0.548695	0.035818	-0.361345	0.1161	0.289055	0.078768	0.22189	-0.3601	-2.44145	-0.0421095	-0.0738295	-0.6624	-0.43277	-0.50178	0.34103	-0.096151	0.1633785	0.12268	-0.229805	0.3768
0.01uM PLX4032 @ 1h (LOXIMVI)	LOXIMVI	PLX4032	0.01uM	1h	-0.3176	0.63789	-0.14684	0.0677035	-0.29628	0.082255	0.052	0.48793	0.0169095	0.0519355	0.32138	0.32724	0.17236	0.159288	0.21455	0.49758	-0.24686	0.2212295	-0.011045	-0.531045	0.34722
0.01uM PLX4032 @ 5h (LOXIMVI)	LOXIMVI	PLX4032	0.01uM	5h	-0.512075	0.00388	-0.14215	0.0673772	-0.20127	-0.1010075	-0.04248	-0.23701	-0.17924	0.0404652	-0.270925	-0.0948745	0.013897	-0.0402535	-0.51451	-0.13344	0.092538	-0.1676	-0.205275	-0.13534	0.34413
0.01uM PLX4032 @ 10h (LOXIMVI)	LOXIMVI	PLX4032	0.01uM	10h	-0.11379	0.24537	0.60388	0.33661	-0.088413	-0.105074	0.26402	0.52428	0.51028	0.402203	0.260808	0.168338	0.18775	0.322005	0.20921	0.33348	0.24937	0.2602825	0.185289	0.21392	0.339995
0.01uM PLX4032 @ 24h (LOXIMVI)	LOXIMVI	PLX4032	0.01uM	24h	-0.1259795	-0.627205	-0.052399	-0.0487	0.13706	-0.261898	0.030128	-0.40602	-0.1990168	-0.42598	-0.0428084	-0.367472	-0.2353665	-0.0458585	-0.080915	-0.17795	0.15014	-0.158545	-0.1425316	0.1389005	0.1372755
0.01uM PLX4032 @ 48h (LOXIMVI)	LOXIMVI	PLX4032	0.01uM	48h	-0.1504	-0.57317	-0.04183	-0.361584	0.028094	0.2186	0.012329	-0.094022	-0.46942	-2.42455	-0.0563475	-0.0997245	-0.78081	-0.5329	-0.46448	-0.0445	-0.092692	0.03098	-0.0311635	-0.424795	0.04029
0.0316uM PLX4032 @ 1h (LOXIMVI)	LOXIMVI	PLX4032	0.0316uM	1h	-0.29789	0.361265	-0.29672	0.14868	-0.23856	0.1325925	0.0425955	0.25636	-0.22555	0.0374405	0.40399	0.1330495	0.11706	0.0238505	-0.01128	0.024071	-0.35403	0.378998	0.307195	-0.375055	0.319185
0.0316uM PLX4032 @ 5h (LOXIMVI)	LOXIMVI	PLX4032	0.0316uM	5h	-0.609735	-0.1395335	-0.034294	0.1006515	-0.12507	0.2615934	-0.027297	-0.1568	-0.0880065	0.07431925	-0.125056	-0.053009	0.00122	-0.200805	-0.53829	-0.4317	-0.17179	-0.0816855	-0.131125	-0.050751	0.07646
0.0316uM PLX4032 @ 10h (LOXIMVI)	LOXIMVI	PLX4032	0.0316uM	10h	-0.314	0.124632	0.4159	0.2570224	-0.10862	-0.024225	0.1901835	0.13198	0.102595	0.3478925	0.2776075	0.101605	0.1195955	0.055312	-0.116175	-0.041368	0.18803	0.1103481	-0.022652	0.29386	0.25054935
0.0316uM PLX4032 @ 24h (LOXIMVI)	LOXIMVI	PLX4032	0.0316uM	24h	-0.31538	-0.51669	0.32673	-0.013877	-0.025548	0.015093	0.134743	-0.10122	-0.0973797	-0.320855	0.27662	-0.2088525	-0.15002	-0.183095	-0.125028	-0.26631	0.21536	0.015397955	-0.0400225	0.352905	0.035045
0.0316uM PLX4032 @ 48h (LOXIMVI)	LOXIMVI	PLX4032	0.0316uM	48h	-0.43623	-0.7595	0.043251	-0.348367	0.0040843	0.25737	0.0051825	-0.27381	-0.5644	-2.2625	-0.150669	-0.201685	-0.8448	-0.681	-0.66922	-0.30748	-0.11643	-0.029985	-0.013144	-0.167396	-0.05264
0.1uM PLX4032 @ 1h (LOXIMVI)	LOXIMVI	PLX4032	0.1uM	1h	-0.3698	0.28775	-0.15714	0.116215	-0.2099	0.0573245	-0.0571067	0.29665	-0.0345675	0.15214	0.28261	0.1895845	0.215472	-0.0384665	-0.156434	0.24177	-0.21448	0.2321165	0.29011	-0.35001	0.507734
0.1uM PLX4032 @ 5h (LOXIMVI)	LOXIMVI	PLX4032	0.1uM	5h	-0.72563	-0.253375	0.23494	0.167265	-0.08622	0.205166	-0.0323075	-0.13712	0.05048005	0.184814	-0.27469	-0.1487785	0.09244	-0.18108	-0.497245	-0.29481	-0.11436	-0.024575	-0.0449545	0.0232325	0.301005
0.1uM PLX4032 @ 10h (LOXIMVI)	LOXIMVI	PLX4032	0.1uM	10h	-0.549305	-0.102105	0.41678	0.3035375	-0.0079514	-0.003005	0.1539765	0.028253	0.265495	0.318933	-0.0072401	0.0632651	0.059375	-0.0004065	-0.0766695	-0.11763	0.13302	0.030606	0.188775	0.40331	0.3961775
0.1uM PLX4032 @ 24h (LOXIMVI)	LOXIMVI	PLX4032	0.1uM	24h	-0.641315	-0.829095	0.40282	0.080391	0.069	-0.12385	-0.029219	-0.37386	-0.10918035	-0.3588	0.096157	-0.11644655	-0.252655	-0.25276	-0.24652	-0.21099	0.20896	-0.0453605	0.021787	0.360035	0.1028885
0.1uM PLX4032 @ 48h (LOXIMVI)	LOXIMVI	PLX4032	0.1uM	48h	-0.75718	-1.12444	-0.020439	-0.289033	0.036233	0.0997075	-0.126005	-0.55368	-0.507225	-2.1848	-0.31489	-0.243385	-0.911845	-0.680735	-0.730785	-0.38248	0.016048	0.012315	0.055856	-0.1964135	0.075065
0.316uM PLX4032 @ 1h (LOXIMVI)	LOXIMVI	PLX4032	0.316uM	1h	-0.596065	0.025059	-0.46247	0.06811	-0.16464	0.032465	0.00284	0.2144	-0.1222135	-0.1187885	0.2296755	0.134996	0.097152	0.1308495	-0.485625	0.47702	-0.24672	0.148655	0.25707	-0.25476	0.56957
0.316uM PLX4032 @ 5h (LOXIMVI)	LOXIMVI	PLX4032	0.316uM	5h	-0.976955	-0.165695	0.28752	0.161897	-0.093812	0.236825	0.1350262	0.29254	0.168353	0.0983205	-0.095971	0.1084705	0.0856715	-0.0892565	-0.553015	0.33141	-0.01549	0.2794555	0.202975	-0.005905	0.3912
0.316uM PLX4032 @ 10h (LOXIMVI)	LOXIMVI	PLX4032	0.316uM	10h	-0.718695	-0.094508	0.52705	0.25294	0.036122	0.1046795	0.3486745	0.34685	0.2420975	0.1011935	0.064536	0.1493515	0.0450475	0.066408	-0.319825	0.45713	0.1981	0.34307	0.25358	0.348535	0.5605085
0.316uM PLX4032 @ 24h (LOXIMVI)	LOXIMVI	PLX4032	0.316uM	24h	-0.936215	-0.77944	0.52363	-0.017037	0.073155	-0.0192145	0.272986	0.36862	0.082651	-0.59403	0.1741325	0.1343475	-0.239135	-0.167735	-0.373165	0.35763	0.35432	0.348395	0.2380405	0.286813	0.403605
0.316uM PLX4032 @ 48h (LOXIMVI)	LOXIMVI	PLX4032	0.316uM	48h	-1.098635	-1.14883	0.098644	-0.296715	0.11979	0.0159385	0.0903155	0.078113	-0.337145	-1.773815	-0.097337	-0.1226925	-0.84355	-0.477645	-0.802345	0.17049	0.15768	0.348535	0.1344145	-0.250655	0.42233
1uM PLX4032 @ 1h (LOXIMVI)	LOXIMVI	PLX4032	1uM	1h	-1.189345	-0.32917	-0.69049	-0.19038	-0.24537	0.1704525	-0.0724095	-0.017224	-0.274895	-0.337994	0.038306	-0.0871745	-0.057563	-0.22463	-0.640805	0.040303	-0.33411	-0.15477	-0.004015	-0.44582	0.180955
1uM PLX4032 @ 5h (LOXIMVI)	LOXIMVI	PLX4032	1uM	5h	-1.41997	-0.50387	0.00070344	0.064073	-0.1267	0.171618	-0.156068	0.11952	-0.140938	-0.46973	-0.421655	-0.04817	-0.22711	-0.350315	-0.652295	-0.13426	-0.067054	-0.0344625	-0.074426	-0.0783845	0.194463
1uM PLX4032 @ 10h (LOXIMVI)	LOXIMVI	PLX4032	1uM	10h	-1.13396	-0.371745	0.29103	0.109746	-0.15744	0.1793225	0.1277905	0.045322	0.122114	-0.338805	0.189195	0.0197035	-0.149447	-0.00465	-0.35135	0.15206	0.21856	0.251274	0.088755	0.30405	0.3305945
1uM PLX4032 @ 24h (LOXIMVI)	LOXIMVI	PLX4032	1uM	24h	-1.39335	-0.915325	0.44843	0.036377	0.015928	0.03246	0.1404625	0.074431	-0.1678	-0.96016	0.2868245	0.00913625	-0.429995	-0.48499	-0.55864	0.10155	0.14968	0.26439	0.22763935	0.06059	0.1379495
1uM PLX4032 @ 48h (LOXIMVI)	LOXIMVI	PLX4032	1uM	48h	-1.7022	-1.546865	-0.1784	-0.38831	-0.046798	-0.295925	-0.0287625	-0.29164	-0.568555	-1.52369	-0.281735	-0.3411675	-0.856615	-0.66905	-1.08594	-0.32416	-0.064073	0.1643929	-0.0391534	-0.485235	0.206855
3.16uM PLX4032 @ 1h (LOXIMVI)	LOXIMVI	PLX4032	3.16uM	1h	-1.398425	-0.70103	-0.82389	-0.222047	-0.16439	0.1694195	-0.21527	-0.14902	-0.36853	-0.559955	-0.15444	-0.20155	-0.1317195	-0.34201	-0.600575	-0.41623	-0.39639	-0.149212	0.0297575	-0.34259	0.118085
3.16uM PLX4032 @ 5h (LOXIMVI)	LOXIMVI	PLX4032	3.16uM	5h	-1.49795	-0.804935	-0.17445	0.074528	-0.12327	0.475405	-0.069065	-0.33599	-0.238735	-0.865085	0.15084	-0.1798465	-0.24068	-0.469535	-0.60296	-0.32308	-0.11363	0.1563445	-0.0963655	0.0579627	0.2319
3.16uM PLX4032 @ 10h (LOXIMVI)	LOXIMVI	PLX4032	3.16uM	10h	-1.70495	-1.200015	-0.40885	-0.1077425	-0.093949	0.155954	-0.22474	-0.32119	-0.379435	-1.26298	-0.0918975	-0.2792445	-0.38057	-0.566325	-0.65441	-0.50514	-0.39497	-0.0749135	-0.0160725	0.260995	0.319662
3.16uM PLX4032 @ 24h (LOXIMVI)	LOXIMVI	PLX4032	3.16uM	24h	-1.42485	-0.747035	0.27454	-0.0844585	-0.090227	0.36185	0.111465	0.27617	-0.366885	-1.479235	0.535725	0.1476845	-0.294905	-0.31369	-0.350045	-0.0002239	0.29097	0.52848	0.300066	-0.057076	0.23239
3.16uM PLX4032 @ 48h (LOXIMVI)	LOXIMVI	PLX4032	3.16uM	48h	-1.90765	-1.46881	-0.30043	-0.31329	-0.13427	-0.0836925	-0.0668285	-0.54182	-0.58919	-1.634985	-0.1101818	-0.3319195	-0.596145	-0.648445	-0.936085	-0.40569	-0.19059	0.216205	0.089095	-0.411865	0.202479
0.00316uM SB590885 @ 1h (LOXIMVI)	LOXIMVI	SB590885	0.00316uM	1h	0.246295	1.093755	0.57485	0.25377	-0.23373	0.234205	0.4218255	1.5326	0.521838	0.3923	0.67895	0.660825	0.54707	0.663098	0.8297165	1.0569	0.47929	0.711409	0.621068	-0.25613	0.661205
0.00316uM SB590885 @ 5h (LOXIMVI)	LOXIMVI	SB590885	0.00316uM	5h	-0.354165	0.1418405	0.15779	0.473171	-0.048618	0.10444385	0.1051275	0.27487	0.0692805	0.2444695	0.0314145	0.03911415	0.25142	0.1144985	-0.22038	0.10102	-0.11323	0.246471	0.0321055	-0.09374	0.2699055
0.00316uM SB590885 @ 10h (LOXIMVI)	LOXIMVI	SB590885	0.00316uM	10h	0.098915	0.54995	0.80103	0.37287	0.085723	0.196395	0.50908	0.94657	0.80102	0.4817635	0.508665	0.389405	0.373065	0.532665	0.598825	0.70023	0.39991	0.5350725	0.3468365	0.452695	0.4936935
0.00316uM SB590885 @ 24h (LOXIMVI)	LOXIMVI	SB590885	0.00316uM	24h	0.174311	-0.3067595	0.35885	0.117591	0.26956	-0.0562635	0.146835	-0.076823	0.1562	-0.148226	0.0909055	-0.05639	-0.0027975	0.115934	0.1628255	0.071563	0.20525	0.1095695	0.060112	0.433815	0.145778
0.00316uM SB590885 @ 48h (LOXIMVI)	LOXIMVI	SB590885	0.00316uM	48h	0.1365415	-0.385355	0.23684	-0.26386	0.14144	0.491345	0.213568	0.69357	0.021085	-2.35415	0.19379	0.1423255	-0.395655	-0.24402	-0.1223195	0.37198	0.081996	0.36307	0.28219	-0.045855	0.30378
0.01uM SB590885 @ 1h (LOXIMVI)	LOXIMVI	SB590885	0.01uM	1h	-0.05067	1.31295	0.61324	0.446594	-0.17504	0.431905	0.61572	1.7088	0.65048	0.271752	0.95539	0.7993895	0.637165	0.776763	0.825651	1.1953	0.66318	0.790545	0.57719	0.04517	0.59273
0.01uM SB590885 @ 5h (LOXIMVI)	LOXIMVI	SB590885	0.01uM	5h	-0.563595	0.46252	0.80149	0.3813025	-0.22357	0.42818615	0.2075495	0.51912	0.23158	0.331755	0.186834	0.365449	0.26175	0.123714	-0.0981125	0.38948	0.1239	0.237641	0.1289	-0.0353555	0.421345
0.01uM SB590885 @ 10h (LOXIMVI)	LOXIMVI	SB590885	0.01uM	10h	-0.286079	0.58276	1.1009	0.56348	-0.080858	0.19026	0.53762	1.3282	0.834595	0.513126	0.5354765	0.598739	0.4098155	0.5900175	0.72475	0.75847	0.81216	0.5477675	0.412294	0.549865	0.351485
0.01uM SB590885 @ 24h (LOXIMVI)	LOXIMVI	SB590885	0.01uM	24h	-0.199465	-0.21595	0.66486	0.270035	0.077419	-0.078619	0.156009	-0.011933	0.1857915	-0.1153135	0.312345	0.1094305	-0.02846145	0.1495515	0.29925	0.2257	0.28683	0.106293	0.1776795	0.456575	0.0222095
0.01uM SB590885 @ 48h (LOXIMVI)	LOXIMVI	SB590885	0.01uM	48h	-0.166985	-0.38868	0.20381	-0.25984	0.15696	0.45325	0.125418	0.50346	-0.135294	-2.35215	0.245472	0.157932	-0.45638	-0.323655	-0.140065	0.25417	0.10109	0.295315	0.1377	-0.1672385	0.010935
0.0316uM SB590885 @ 1h (LOXIMVI)	LOXIMVI	SB590885	0.0316uM	1h	-0.3017065	1.12076	0.62701	0.396787	-0.19265	0.6486755	0.5400905	1.9271	0.68139	0.255411	0.959525	0.79115	0.673925	0.7848015	0.9021165	1.0249	0.78644	1.0801375	0.73071	0.20685	0.457125
0.0316uM SB590885 @ 5h (LOXIMVI)	LOXIMVI	SB590885	0.0316uM	5h	-0.7599	0.56562	1.0409	0.5106985	-0.13609	0.480695	0.43046905	1.2212	0.548355	0.490115	0.47967	0.5085925	0.485805	0.2695685	0.18066	0.41406	0.60368	0.555845	0.4021255	0.257775	0.245395
0.0316uM SB590885 @ 10h (LOXIMVI)	LOXIMVI	SB590885	0.0316uM	10h	-0.666545	0.469722	1.0572	0.511893	-0.088131	0.22149	0.5494665	1.3253	0.812545	0.54511	0.510389	0.5619035	0.440674	0.5147755	0.84001	0.64958	0.9083	0.6666165	0.4689795	0.713545	0.2902155
