	('measuredProteinValue 0',)
('108219 118', 'clName: BT-483', 'clCenterSpecificID: 50107', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	92.50818286
('108220 119', 'clName: BT-483', 'clCenterSpecificID: 50107', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	103.5699586
('108221 120', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.047489779
('108222 121', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.64158535
('108223 122', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.998041704
('108224 123', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	3.473540123
('108225 124', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.243190266
('108226 125', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.177856013
('108227 126', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	260.0448713
('108228 127', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	518.9094224
('108229 128', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	381.9271182
('108230 129', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	531.855188
('108231 130', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	247.3530149
('108232 131', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	185.5952715
('108233 132', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	142.7183536
('108234 133', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	119.3306357
('108235 134', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	143.6334054
('108236 135', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	119.9738397
('108237 136', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	188.4497837
('108238 137', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	212.6067848
('108239 138', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	172.5677995
('108240 139', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	178.3276635
('108241 140', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	144.6865391
('108242 141', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	124.3505608
('108243 142', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	253.6075179
('108244 143', 'clName: BT-549', 'clCenterSpecificID: 50108', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	290.6760886
('108245 144', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.610424609
('108246 145', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.627116546
('108247 146', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.959838086
('108248 147', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	4.153238252
('108249 148', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	3.820045701
('108250 149', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	3.825362836
('108251 150', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	847.4629201
('108252 151', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	1030.873714
('108253 152', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1106.850298
('108254 153', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1340.767836
('108255 154', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	961.1618451
('108256 155', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	898.8295888
('108257 156', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	227.8852986
('108258 157', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	253.6492318
('108259 158', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	268.9840328
('108260 159', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	256.4036812
('108261 160', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	239.9951988
('108262 161', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	281.6980446
('108263 162', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	135.8673444
('108264 163', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	353.0714016
('108265 164', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	59.20625571
('108266 165', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	340.2510001
('108267 166', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	63.0032047
('108268 167', 'clName: CAMA-1', 'clCenterSpecificID: 50131', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	65.32652851
('108269 168', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.772256963
('108270 169', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	3.374656512
('108271 170', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	6.934169811
('108272 171', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	4.324442048
('108273 172', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	4.79694083
('108274 173', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	4.049456687
('108275 174', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	778.8972703
('108276 175', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	1011.464691
('108277 176', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	845.292439
('108278 177', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1097.825334
('108279 178', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	826.1893852
('108280 179', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	825.0817711
('108281 180', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	193.2186438
('108282 181', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	259.3714453
('108283 182', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	230.5472414
('108284 183', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	192.5874508
('108285 184', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	203.2275312
('108286 185', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	204.3385614
('108287 186', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	108.0397424
('108288 187', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	107.6017328
('108289 188', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	109.0052542
('108290 189', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	94.76733287
('108291 190', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	102.5696258
('108292 191', 'clName: HCC1187', 'clCenterSpecificID: 50578', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	98.8963205
('108293 192', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.463555071
('108294 193', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	3.419924735
('108295 194', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	4.182612566
('108296 195', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	4.763841269
('108297 196', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	3.579855074
('108298 197', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.435888178
('108299 198', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	495.997051
('108300 199', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	489.1924918
('108301 200', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	516.5583274
('108302 201', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	507.8589764
('108303 202', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	482.0150564
('108304 203', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	491.2446081
('108305 204', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	243.2958961
('108306 205', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	245.7332066
('108307 206', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	237.3175428
('108308 207', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	296.2428278
('108309 208', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	250.8705611
('108310 209', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	262.5344724
('108311 210', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	173.2898672
('108312 211', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	180.2765175
('108313 212', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	146.1858552
('108314 213', 'clName: HCC1395', 'clCenterSpecificID: 50206', 'ppName: IL-1 alpha', 'ppLincsID: 200865.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	121.8240551
